name_with_owner,created_at,updated_at,is_archived,stargazers,primary_language,releases_count,prs_merged,issues_open,issues_closed,issues_closed_pct,top_languages
python/angular,2021-12-06,2023-07-27,False,228862,Java,127,20934,3048,4375,58.9,Python:1243617|Java:1308376|TypeScript:2995654
python/rust,2014-08-10,2020-05-29,False,163928,TypeScript,104,3176,131,3739,96.6,Rust:4372012|Java:797222|Ruby:4324907
apple/django,2013-02-10,2021-08-02,False,102895,Python,30,13065,2190,9588,81.4,JavaScript:2358729|C++:507658|PHP:4558537
django/freeCodeCamp,2016-10-07,2022-11-06,False,314352,Ruby,87,35619,1826,2977,62.0,Ruby:4922582|Java:1326932|PHP:3746000
microsoft/deno,2013-05-22,2020-03-23,False,364345,Python,169,25277,768,1720,69.1,Java:2555997|Go:2327648|Rust:2342354
torvalds/electron,2010-02-28,2014-02-22,False,303266,Ruby,114,19359,1129,5726,83.5,C++:1787776|Java:4196186|Ruby:2449524
django/django,2016-06-21,2025-06-30,False,371235,Ruby,125,35467,2482,6426,72.1,Go:302917|TypeScript:2007528|PHP:4482230
tensorflow/rust,2010-10-27,2021-03-21,False,135272,Go,106,15477,2950,5719,66.0,Rust:3845557|Python:1140135|C++:966135
vuejs/angular,2015-06-23,2023-05-29,False,369564,Go,132,16243,4795,8432,63.7,Python:3042867|C++:3825624|PHP:2386874
microsoft/next.js,2022-09-30,2024-09-30,False,240994,Python,75,25831,4137,14628,78.0,C:1527500|Go:3720718|PHP:224906
electron/vscode,2019-01-12,2020-06-30,False,376094,C,172,25636,2215,2398,52.0,Go:567163|C:3149923|Rust:4023590
apple/vue,2022-08-12,2024-06-12,False,122613,Java,60,9035,2458,3523,58.9,Python:3428213|Rust:4874716|PHP:3041505
electron/linux,2012-12-12,2019-05-28,False,396735,Go,92,25638,572,4332,88.3,Java:576171|JavaScript:1045243|C++:2705070
rust-lang/laravel,2008-12-22,2023-03-22,False,191436,Java,21,25712,327,2302,87.6,Java:1654410|C:3176783|PHP:4937628
rust-lang/next.js,2019-02-08,2024-10-24,False,85714,C,125,46197,2154,4780,68.9,JavaScript:448433|C++:1108409|C:2715270
apple/vue,2010-04-04,2010-08-04,False,207109,PHP,101,13262,2015,3961,66.3,JavaScript:3279139|Rust:2442619|PHP:769384
tensorflow/spring-boot,2011-07-20,2015-12-16,False,254541,Ruby,181,27570,4543,7118,61.0,PHP:1771075|C:17261|JavaScript:4906873
torvalds/linux,2008-08-09,2010-12-18,False,142426,Ruby,23,36996,4124,4937,54.5,Ruby:4322950|PHP:971839|TypeScript:1266022
torvalds/rust,2021-07-27,2024-05-28,False,368807,C,33,22207,215,1934,90.0,JavaScript:3511667|PHP:2387871|C:4156050
vuejs/tensorflow,2018-08-28,2023-12-14,False,343475,C,177,29774,2700,4263,61.2,Rust:2389354|C:256803|JavaScript:4768206
electron/linux,2017-04-22,2017-11-14,False,69493,TypeScript,121,48550,1833,10882,85.6,Go:3067814|Ruby:2307999|PHP:4332203
microsoft/spring-boot,2021-06-06,2025-07-28,False,261900,Ruby,24,13885,3183,11614,78.5,Rust:2448282|C++:1153148|C:459793
vuejs/spring-boot,2022-06-22,2023-02-02,False,312182,C,18,17412,1270,11923,90.4,PHP:1177754|Python:3867758|C:1618372
golang/spring-boot,2020-06-28,2024-11-03,False,246951,C,75,9446,2523,7884,75.8,Python:1740648|TypeScript:1079487|C:2927839
rust-lang/electron,2009-11-07,2023-07-25,False,261436,JavaScript,102,17321,3950,6369,61.7,C:308140|Ruby:4965416|PHP:2216847
tensorflow/next.js,2008-10-11,2018-09-07,False,158501,PHP,26,16261,2947,6201,67.8,Java:3469328|C:4204145|Go:2288656
angular/laravel,2025-07-09,2025-07-24,False,140963,Rust,91,23850,3658,9597,72.4,PHP:1707775|C++:3393007|C:931862
golang/django,2018-08-06,2019-12-12,False,185968,C,26,11834,4074,11571,74.0,C++:3960640|Java:695509|Ruby:1321780
python/electron,2015-03-21,2023-08-30,False,189875,TypeScript,94,42205,70,2104,96.8,JavaScript:3046645|C:525946|TypeScript:1212859
angular/cpython,2012-05-20,2023-02-09,False,144671,JavaScript,81,6869,2421,8389,77.6,Go:82562|Ruby:78577|C:513546
microsoft/cpython,2013-06-06,2022-04-06,False,265581,TypeScript,190,33142,2085,8256,79.8,Ruby:471950|Python:4290752|Java:1735702
torvalds/laravel,2020-02-13,2024-10-05,False,244318,Java,158,28359,1715,9785,85.1,Java:3747240|PHP:2694776|Python:4554904
microsoft/django,2023-01-10,2024-03-06,False,95572,PHP,87,30205,1670,6984,80.7,Rust:3868942|JavaScript:1372195|TypeScript:608148
python/spring-boot,2010-08-26,2019-03-29,False,358326,Java,78,33621,972,12999,93.0,TypeScript:3621172|C++:671941|Rust:1649104
torvalds/linux,2014-08-13,2022-12-24,False,199336,C,47,25525,1208,1803,59.9,PHP:4901665|Python:3499072|C:3954342
facebook/django,2013-06-30,2018-12-30,False,380019,Go,54,16973,3386,3758,52.6,Java:768295|JavaScript:3791820|Rust:3513650
spring-projects/go,2010-05-02,2010-10-01,False,302210,Java,199,33265,4546,14788,76.5,JavaScript:1025347|Rust:4808230|Python:70965
microsoft/tensorflow,2019-12-06,2021-12-20,False,263665,Rust,85,2697,3749,14445,79.4,Ruby:693181|PHP:4993322|C++:2083037
tensorflow/electron,2025-02-11,2025-05-06,False,390186,C,147,48397,3088,10703,77.6,Ruby:3686966|TypeScript:1810425|C:2863389
facebook/tensorflow,2011-09-30,2014-07-16,False,355667,C,12,43592,2181,5237,70.6,JavaScript:824695|Rust:630242|Ruby:1899558
angular/vscode,2015-06-21,2024-09-03,False,335842,PHP,93,20833,2253,4380,66.0,Java:1263459|Rust:455786|Go:1161731
electron/react,2009-08-20,2013-10-09,False,57259,Python,195,10765,3248,3346,50.7,Go:608346|TypeScript:4005140|Python:3366379
vercel/next.js,2012-05-05,2014-10-22,False,364102,Python,83,20698,3098,4316,58.2,JavaScript:4882623|PHP:3904663|Python:2769949
microsoft/electron,2025-03-04,2025-03-20,False,398559,Rust,121,35123,2906,8398,74.3,JavaScript:3044990|Java:3238653|Rust:3423153
spring-projects/angular,2014-11-05,2021-07-11,False,386270,Rust,30,43872,1033,1116,51.9,Java:1019848|Ruby:763171|C:2550490
vercel/next.js,2015-10-22,2021-11-13,False,390843,Go,135,32735,4669,9354,66.7,Rust:455424|Ruby:931452|Python:2004123
tensorflow/spring-boot,2012-05-18,2015-12-19,False,260872,Rust,77,24411,2316,3949,63.0,Go:4660423|Rust:4440420|Java:4682118
python/rust,2024-06-07,2025-05-09,False,241816,JavaScript,118,44624,979,7217,88.1,Go:1857311|C++:46882|TypeScript:191604
python/django,2012-03-25,2022-11-30,False,189109,C++,25,22826,1143,11856,91.2,Go:2717234|PHP:1193060|Java:2429114
django/swift,2011-12-23,2019-08-03,False,231563,Rust,154,12191,3767,10208,73.0,Rust:4430154|TypeScript:1589675|Go:604865
freeCodeCamp/rust,2019-05-13,2020-02-10,False,168414,C,43,45408,3721,12554,77.1,Rust:1139148|C++:1928102|Go:4448682
python/go,2023-11-22,2025-01-09,False,343326,Go,154,42065,1915,2403,55.7,C++:423836|C:436615|Python:3844658
rust-lang/linux,2020-12-17,2024-06-30,False,381903,JavaScript,64,40602,142,3380,96.0,Go:1830209|TypeScript:3266915|PHP:2580099
freeCodeCamp/react,2013-07-04,2021-09-28,False,363344,Rust,31,2372,4163,13778,76.8,C:1524773|Ruby:447328|Java:1693321
facebook/deno,2019-08-05,2024-06-07,False,309661,TypeScript,41,34574,887,949,51.7,C:3302089|Go:499145|C++:1774270
torvalds/django,2024-04-25,2025-06-29,False,86002,C++,182,15201,2826,3549,55.7,C++:3420020|Python:4337677|C:4696708
django/cpython,2018-04-11,2020-09-07,False,113973,C++,121,32785,2270,2320,50.5,Python:432443|Go:3570271|Ruby:1414222
vercel/cpython,2008-09-19,2023-01-24,False,162560,Rust,163,22966,4835,6692,58.1,Rust:664811|Java:3537739|Python:3740195
vuejs/deno,2013-10-31,2022-11-15,False,365981,TypeScript,58,5275,3220,6988,68.5,Go:2390748|Python:3354655|Java:3580969
electron/angular,2025-02-11,2025-03-03,False,364047,JavaScript,119,9541,2115,6878,76.5,JavaScript:4830855|Java:4037396|Rust:4811975
tensorflow/tensorflow,2008-02-07,2022-04-17,False,194243,Python,60,23230,3206,8936,73.6,Rust:764496|Java:2645142|TypeScript:3472965
denoland/angular,2014-01-09,2017-09-20,False,293301,C++,51,45107,2614,2821,51.9,PHP:680435|JavaScript:150664|TypeScript:1290511
microsoft/electron,2010-07-18,2011-11-23,False,251770,C++,16,32544,1797,1955,52.1,PHP:3345934|Go:3940060|Ruby:3928503
microsoft/swift,2011-09-22,2023-01-31,False,267061,C++,176,44388,2802,3270,53.9,Java:4949132|Python:4540948|C:962861
vuejs/next.js,2024-09-03,2024-09-21,False,137171,Python,14,5427,4709,5783,55.1,Python:2088260|C++:3050030|Java:2145117
spring-projects/cpython,2015-05-24,2017-05-11,False,325330,Go,142,20023,428,1649,79.4,Python:494535|Rust:205680|Go:418014
golang/react,2022-10-14,2023-11-16,False,112130,C,46,15811,2086,14015,87.0,C++:3146616|Ruby:2634120|TypeScript:1337044
freeCodeCamp/freeCodeCamp,2016-11-12,2020-02-02,False,59908,C++,167,25358,4573,5897,56.3,Python:4862503|PHP:2938265|JavaScript:357515
microsoft/rust,2018-10-03,2020-10-19,False,230891,Rust,135,10922,4756,9374,66.3,Rust:2870305|JavaScript:4624802|Python:2832226
rust-lang/vscode,2018-03-09,2025-07-24,False,90572,PHP,143,856,4297,9053,67.8,Ruby:2287468|C++:787058|Python:4555750
tensorflow/spring-boot,2008-05-09,2020-05-16,False,246731,C++,28,48050,3977,5013,55.8,C++:3638110|Python:2367974|TypeScript:4852942
apple/angular,2018-09-25,2021-01-02,False,240831,PHP,18,23102,1317,6563,83.3,Python:3968222|PHP:3942126|JavaScript:4057932
angular/vscode,2023-07-12,2023-08-23,False,245565,C++,68,36707,3228,5007,60.8,Go:2884597|Rust:4901040|C++:4439369
spring-projects/freeCodeCamp,2018-07-13,2020-09-04,False,239297,PHP,186,37268,771,8894,92.0,Java:1787788|Go:2280295|PHP:4200413
rust-lang/go,2016-01-20,2025-04-07,False,170988,C++,188,44644,2176,4441,67.1,Ruby:3518942|PHP:1051751|Python:4874485
microsoft/vue,2016-07-18,2024-02-04,False,224943,Python,170,21205,4623,10684,69.8,C++:2037634|Java:149266|TypeScript:3044995
vuejs/angular,2013-10-08,2024-11-20,False,285748,Python,156,18402,154,3089,95.3,Rust:603553|Python:3669344|Java:4735424
tensorflow/linux,2024-05-04,2025-03-05,False,251583,JavaScript,158,7251,1518,4836,76.1,Ruby:2467836|Java:1326979|Python:3979349
tensorflow/vscode,2013-02-02,2025-01-01,False,272535,Go,50,36912,2547,2685,51.3,Go:1881591|Java:1035438|C:3302645
angular/cpython,2013-07-20,2020-07-20,False,348854,Python,162,15366,649,784,54.7,Python:2725688|C++:756030|C:3849692
apple/next.js,2023-11-04,2025-04-15,False,282054,C++,107,43780,103,6927,98.5,Java:2847719|PHP:1582324|Rust:4539748
laravel/laravel,2012-06-23,2022-05-15,False,288458,PHP,38,36105,1542,4229,73.3,Ruby:4059692|Rust:447462|TypeScript:4721195
django/django,2008-03-05,2011-10-09,False,305622,C++,59,6820,3572,9009,71.6,Ruby:496096|JavaScript:3507328|C++:3401201
vuejs/cpython,2015-11-30,2022-07-12,False,182218,Python,179,31900,1605,12494,88.6,TypeScript:59460|C++:3119888|Go:2360967
laravel/go,2013-10-26,2022-11-19,False,348982,Ruby,165,46861,1713,6913,80.1,Go:2236333|TypeScript:2001579|C++:2993121
tensorflow/spring-boot,2012-02-06,2021-03-18,False,393211,C,158,31974,3771,6402,62.9,PHP:1303721|TypeScript:3156218|JavaScript:1328502
microsoft/linux,2009-08-09,2018-10-07,False,215599,Python,34,8391,1440,7381,83.7,Java:4349372|Ruby:1476285|Go:216279
torvalds/swift,2017-01-17,2024-08-14,False,144284,C,175,48409,4414,4496,50.5,JavaScript:94584|Java:332275|Rust:213226
angular/linux,2025-05-31,2025-07-20,False,85338,C++,168,46408,4971,5839,54.0,Java:3034558|Python:2914505|Rust:4607086
electron/tensorflow,2015-07-25,2021-01-18,False,336174,C++,52,10353,4602,4806,51.1,Java:4037899|Python:3301076|C++:1734273
vercel/django,2015-12-03,2022-04-13,False,126076,PHP,163,2973,398,4071,91.1,Rust:3625027|Go:1288655|TypeScript:1502743
electron/laravel,2015-10-31,2019-10-26,False,380843,PHP,192,21915,2651,4961,65.2,PHP:899916|TypeScript:639136|Rust:485010
angular/swift,2014-04-08,2014-11-10,False,238047,Go,92,46965,2179,2620,54.6,Go:1559914|JavaScript:4583813|C:4258286
vercel/laravel,2021-11-16,2022-12-09,False,357235,Python,63,45042,1580,11772,88.2,PHP:2206977|Go:3942585|Rust:4047789
golang/cpython,2021-07-19,2024-08-12,False,353027,C++,11,26084,4621,7240,61.0,TypeScript:2880914|PHP:2034152|Python:794810
facebook/laravel,2010-07-01,2022-01-06,False,284469,Java,31,38333,115,9850,98.8,JavaScript:1006814|C++:312479|C:2148827
python/vue,2011-09-24,2024-01-21,False,363990,Rust,97,29028,2219,2411,52.1,C:609821|Java:973547|Python:3447834
angular/angular,2024-04-27,2025-02-07,False,226692,PHP,196,33895,307,3683,92.3,Ruby:3936721|TypeScript:2804938|Go:3410373
golang/django,2009-08-08,2022-08-01,False,181495,Python,115,42268,3021,15759,83.9,TypeScript:4216007|C++:4863809|Ruby:4213651
laravel/next.js,2024-11-19,2025-01-12,False,109252,JavaScript,69,42999,4779,7136,59.9,PHP:3467028|Ruby:3857440|JavaScript:4265594
django/next.js,2017-10-28,2022-12-22,False,330457,C++,198,38813,1449,2581,64.0,Ruby:3643267|Python:3528956|C:2087644
electron/vue,2018-02-10,2020-11-21,False,54780,Go,61,19087,2328,7674,76.7,C:4446513|Rust:3291846|JavaScript:3632722
freeCodeCamp/laravel,2022-08-22,2025-06-15,False,85150,C,37,23004,3561,8147,69.6,Ruby:4761247|PHP:1003459|Java:1402635
django/freeCodeCamp,2008-08-17,2018-04-27,False,381323,C++,122,4408,2064,2900,58.4,Python:1226564|Ruby:2480008|Rust:441477
angular/angular,2023-11-12,2024-02-03,False,314602,Java,137,17265,4729,4834,50.5,Python:2885443|TypeScript:1435896|Java:164879
vuejs/linux,2022-03-12,2025-01-07,False,124345,PHP,169,28233,2951,4546,60.6,TypeScript:325141|Rust:780375|C:4118083
django/cpython,2010-04-17,2012-07-24,False,392457,Rust,90,7510,1681,10025,85.6,C:3861157|Python:3389225|Ruby:195731
torvalds/vscode,2009-04-27,2016-06-23,False,211857,C++,37,43537,2756,6256,69.4,TypeScript:4871261|Rust:4952807|Java:3308111
golang/django,2017-03-16,2017-03-29,False,289321,JavaScript,173,7762,632,639,50.3,Go:2148286|Python:18243|Java:3733466
freeCodeCamp/tensorflow,2019-06-14,2025-06-22,False,252601,Python,182,18697,3190,13160,80.5,JavaScript:1396844|C++:214320|Go:4939617
tensorflow/freeCodeCamp,2021-03-09,2024-11-23,False,171779,Go,137,23499,4702,8216,63.6,TypeScript:273630|JavaScript:891011|C:4986389
electron/deno,2024-03-28,2024-07-18,False,215115,PHP,128,12122,3413,3894,53.3,PHP:1378008|Rust:672147|Java:200962
electron/cpython,2016-03-05,2022-05-10,False,243601,Ruby,141,48351,1343,3406,71.7,Ruby:4881242|C:1775692|TypeScript:4963212
tensorflow/react,2019-03-18,2020-02-20,False,255882,Rust,87,23987,264,4751,94.7,Java:1654571|Go:1330834|TypeScript:72490
vuejs/cpython,2013-03-16,2014-04-03,False,230844,Java,97,30142,3683,7717,67.7,C:522756|C++:4035300|Rust:154984
tensorflow/go,2017-04-01,2018-08-18,False,104232,Java,28,8943,2958,2988,50.3,Rust:3178930|Python:274299|Go:2339682
golang/django,2014-04-01,2022-05-23,False,211027,TypeScript,84,16434,1589,5147,76.4,Rust:1698455|JavaScript:971599|Ruby:1830102
golang/laravel,2018-08-18,2019-07-05,False,171207,JavaScript,153,23096,4355,5197,54.4,Ruby:4089569|Python:3352204|C:3371582
spring-projects/spring-boot,2021-10-27,2023-09-21,False,378426,Rust,18,17955,4499,6109,57.6,C++:2350343|PHP:3068205|Python:3552314
spring-projects/cpython,2024-10-12,2024-11-02,False,363177,PHP,74,48747,2919,4228,59.2,Python:1148384|Ruby:659183|TypeScript:4389096
golang/spring-boot,2010-06-10,2014-02-18,False,87870,PHP,50,14495,4936,14625,74.8,PHP:1500833|TypeScript:1975009|Java:3797263
laravel/swift,2024-10-21,2025-03-08,False,232112,TypeScript,79,43275,956,11739,92.5,Go:209141|C++:1175600|Rust:3121665
freeCodeCamp/vue,2011-03-09,2012-06-18,False,91623,Python,96,31574,3003,3124,51.0,JavaScript:2355827|Python:372768|C++:4009203
facebook/spring-boot,2011-04-09,2011-07-02,False,339003,Rust,14,3940,2454,7539,75.4,Rust:1808776|Go:2947191|Python:4204755
freeCodeCamp/react,2019-06-29,2020-08-21,False,100256,C++,193,35351,696,782,52.9,Rust:4476867|PHP:4250876|C:815783
facebook/go,2010-03-30,2014-12-24,False,226315,Rust,174,17680,529,11803,95.7,Go:220685|Java:4500881|C:2838298
spring-projects/vscode,2015-11-10,2024-10-16,False,104907,TypeScript,174,37069,1786,1832,50.6,PHP:217965|C++:1277896|TypeScript:2883719
tensorflow/linux,2010-11-12,2011-08-01,False,102945,TypeScript,95,13134,2486,10539,80.9,PHP:494439|JavaScript:4518683|Go:3230297
laravel/electron,2024-10-15,2025-03-26,False,201729,Java,195,20204,4593,6816,59.7,Python:408673|Java:2866482|C++:4872296
microsoft/swift,2008-01-26,2015-12-19,False,203663,Go,181,27190,2126,3661,63.3,Java:4856429|JavaScript:1364066|Go:1906646
python/rust,2010-02-19,2013-08-07,False,251637,C++,64,18359,711,1698,70.5,TypeScript:1387120|Go:4106526|PHP:240858
vuejs/vscode,2020-04-23,2023-05-29,False,306405,PHP,16,36396,1950,6475,76.9,TypeScript:3866128|Ruby:2528755|C:640546
freeCodeCamp/rust,2011-11-25,2024-11-03,False,137203,Rust,59,33078,4727,7978,62.8,C++:4789189|Java:3471146|JavaScript:602688
apple/freeCodeCamp,2020-09-13,2025-01-08,False,141151,Ruby,78,9764,3028,8282,73.2,JavaScript:750558|Ruby:2235879|C++:4826816
electron/electron,2024-05-31,2025-03-02,False,344195,Python,46,17669,2158,3728,63.3,TypeScript:2074206|PHP:2365955|Go:2854204
spring-projects/next.js,2008-01-01,2017-04-21,False,270702,C++,177,47061,1968,2415,55.1,Rust:3315977|TypeScript:1482223|Ruby:1835862
vuejs/go,2012-03-18,2019-06-30,False,301975,Rust,165,46543,224,5329,96.0,Ruby:3460991|Go:4737779|C++:3514101
angular/rust,2022-04-07,2025-03-05,False,294625,Rust,98,6162,3837,4241,52.5,TypeScript:1218111|C++:3418690|Python:3066307
freeCodeCamp/cpython,2016-03-08,2022-06-04,False,191194,Ruby,98,44894,4711,9551,67.0,Go:4934083|Ruby:2701197|TypeScript:238860
spring-projects/rust,2015-04-02,2024-10-15,False,150574,JavaScript,134,27845,4899,10257,67.7,C:2051315|Python:3733138|PHP:1751122
spring-projects/spring-boot,2009-12-07,2023-02-28,False,238357,Ruby,146,13378,538,5419,91.0,C++:3567649|Rust:235738|PHP:2518633
django/angular,2021-06-18,2022-09-01,False,108703,C++,8,45267,1304,6580,83.5,TypeScript:4943066|Go:2374106|C:41116
facebook/electron,2012-10-17,2022-03-04,False,99836,Go,48,10737,2466,2530,50.6,Go:2391076|Rust:1375099|Java:3550422
microsoft/spring-boot,2013-06-13,2024-06-13,False,188027,Java,110,17947,1870,5902,75.9,C:389489|Rust:4963465|TypeScript:3976810
apple/go,2019-04-13,2021-04-02,False,74720,TypeScript,76,39265,4285,5060,54.1,C++:1129622|Rust:809355|C:3288554
tensorflow/react,2020-10-05,2022-10-19,False,186518,Java,93,43583,1754,4587,72.3,Java:4951846|C:3336796|Python:1169283
rust-lang/tensorflow,2008-01-31,2008-06-11,False,106172,Ruby,196,33555,4978,8821,63.9,JavaScript:4652698|Ruby:1788295|TypeScript:4128750
django/linux,2025-02-17,2025-04-09,False,346075,JavaScript,80,43583,4506,4990,52.5,Python:116011|PHP:1532662|C++:3117544
django/deno,2009-06-15,2023-07-03,False,388139,Go,107,48125,2350,12188,83.8,Go:2337624|Ruby:933158|TypeScript:589613
golang/cpython,2017-12-01,2020-07-26,False,264394,C++,155,21884,3465,6223,64.2,Go:4663774|Java:2418167|TypeScript:3848469
apple/swift,2021-09-17,2025-04-08,False,102953,Ruby,171,4660,2401,2467,50.7,Rust:640134|Go:2689198|Java:4624049
electron/rust,2017-10-10,2020-08-31,False,88187,TypeScript,71,31815,1733,2266,56.7,TypeScript:253395|JavaScript:3911618|Java:77441
microsoft/rust,2011-11-12,2017-08-09,False,209419,JavaScript,131,10165,3093,9968,76.3,Java:572296|TypeScript:2154938|JavaScript:1810022
facebook/electron,2017-01-28,2024-07-10,False,293335,C++,22,49341,4486,15728,77.8,JavaScript:3866164|Ruby:3870514|C++:4964400
vuejs/vue,2010-09-09,2022-07-02,False,366488,TypeScript,85,8756,1516,4439,74.5,JavaScript:1865400|Go:4552394|Ruby:4744527
microsoft/vue,2012-03-19,2014-03-17,False,311311,C++,163,39563,602,2247,78.9,JavaScript:4039556|TypeScript:446138|C:4488876
vuejs/tensorflow,2023-08-08,2025-06-14,False,120484,JavaScript,87,17452,4548,14456,76.1,Java:4219075|Python:2465365|PHP:1960738
python/angular,2015-02-04,2018-07-13,False,316259,TypeScript,86,33322,823,912,52.6,C:1419320|Go:4779879|Ruby:4256588
electron/laravel,2024-11-12,2025-05-24,False,361436,Rust,5,32336,788,1999,71.7,Go:3061548|JavaScript:172113|Rust:2095846
vercel/deno,2012-01-26,2019-07-06,False,116132,Rust,46,3603,3728,9440,71.7,C:1750270|Python:3211130|Java:879818
vercel/deno,2016-10-01,2016-11-30,False,140406,C++,133,5848,1117,12214,91.6,C++:3096005|TypeScript:1801492|Python:1187321
python/linux,2016-05-07,2022-09-16,False,253716,Python,125,6341,4722,4882,50.8,C++:691781|PHP:1379616|C:2960481
spring-projects/cpython,2011-01-12,2018-12-17,False,340723,Ruby,129,48391,1412,2247,61.4,Ruby:3221151|C++:851569|JavaScript:1893550
tensorflow/angular,2015-12-28,2018-06-02,False,316016,Rust,41,49384,3373,4078,54.7,Python:1278106|C++:4060156|TypeScript:2626218
django/angular,2025-04-22,2025-06-26,False,394867,Ruby,73,33784,520,969,65.1,C++:2014525|Rust:4128820|JavaScript:2665791
laravel/vue,2015-03-04,2020-05-19,False,184293,TypeScript,34,24250,4292,7719,64.3,Ruby:4127095|TypeScript:1243194|Go:3866803
freeCodeCamp/django,2008-07-30,2011-06-11,False,222919,TypeScript,10,1812,2637,2673,50.3,Python:3966018|PHP:3730951|Rust:1785604
torvalds/react,2016-12-21,2022-06-03,False,238014,TypeScript,170,3055,2033,7751,79.2,C++:4303123|Rust:4579964|Go:228990
facebook/react,2008-03-28,2013-05-24,False,51094,Rust,146,39241,4221,7835,65.0,Rust:64239|Go:2454559|C:393067
python/electron,2012-11-02,2019-05-31,False,323181,Rust,195,21864,2257,3500,60.8,Ruby:3972063|C:4959467|Rust:3724785
django/next.js,2020-09-28,2021-07-25,False,271133,JavaScript,195,24789,3241,5647,63.5,Rust:366363|C++:171715|Python:4504880
angular/go,2022-05-31,2024-03-30,False,195761,Rust,133,10521,947,2156,69.5,C:4431514|C++:3356672|Go:939147
torvalds/linux,2016-04-13,2020-12-12,False,139076,Rust,155,46342,4578,5110,52.7,PHP:1446501|Java:997197|Ruby:651759
facebook/react,2025-02-02,2025-04-15,False,121612,Java,78,3742,614,5690,90.3,Go:1239712|PHP:1689341|Rust:1740056
freeCodeCamp/tensorflow,2024-06-17,2024-07-08,False,127550,Python,114,6999,1370,3864,73.8,JavaScript:1071839|C++:1743664|PHP:4124331
tensorflow/freeCodeCamp,2024-10-06,2025-01-09,False,148093,PHP,93,36205,4072,8085,66.5,Python:2925592|JavaScript:2577545|C++:2243821
laravel/cpython,2015-12-25,2019-12-17,False,181972,Python,23,31555,1503,2050,57.7,Ruby:4147069|Rust:3865509|JavaScript:4428514
electron/tensorflow,2012-08-23,2017-06-14,False,328525,Python,27,31698,4980,6850,57.9,Rust:4772627|TypeScript:876103|JavaScript:4590287
rust-lang/cpython,2008-02-09,2010-08-04,False,267568,JavaScript,69,37629,958,12037,92.6,PHP:3286610|Go:2754605|Rust:1721275
apple/linux,2012-10-19,2021-05-16,False,347206,TypeScript,107,29170,3028,9421,75.7,JavaScript:1204512|C++:2337477|TypeScript:2356767
laravel/next.js,2012-09-30,2013-07-13,False,273017,Go,112,37985,3550,4437,55.6,Python:1127657|Ruby:2738056|PHP:2876224
spring-projects/next.js,2011-12-17,2023-02-21,False,180490,Ruby,9,5439,4528,11050,70.9,Python:4327257|Ruby:3633392|Java:408128
vercel/spring-boot,2013-05-24,2019-08-31,False,226971,Python,131,47342,1238,1354,52.2,JavaScript:3572558|Rust:3290617|C++:3373643
django/spring-boot,2009-04-07,2021-10-04,False,153935,PHP,53,36557,2099,2242,51.6,C:4278070|JavaScript:1857156|TypeScript:2331078
microsoft/linux,2010-03-11,2016-05-17,False,285954,JavaScript,53,6960,1395,2392,63.2,Rust:451500|Python:4734023|PHP:3339902
microsoft/next.js,2025-02-01,2025-04-05,False,166721,Ruby,103,518,3214,3266,50.4,Ruby:4730561|Rust:4403323|Python:2436318
golang/rust,2017-08-09,2023-10-30,False,295212,C,69,9510,4283,5336,55.5,Rust:937899|C++:4221943|Java:3742624
vuejs/laravel,2011-07-12,2025-02-02,False,204400,JavaScript,134,33161,4493,9731,68.4,PHP:1382462|Rust:4625511|Go:4294458
electron/linux,2020-03-08,2024-08-17,False,143341,C++,173,11407,3395,13587,80.0,C:4164478|JavaScript:2827839|Go:50011
python/react,2023-05-22,2023-08-14,False,162346,Java,122,3522,2985,4245,58.7,JavaScript:1401656|PHP:1409486|Go:21294
vercel/spring-boot,2012-01-16,2016-07-16,False,363031,C++,156,5953,3179,3883,55.0,Ruby:363416|PHP:4194457|Python:1989330
django/electron,2017-11-28,2018-08-04,False,135179,Rust,71,38468,2518,8568,77.3,Python:4536546|Go:252615|JavaScript:2165725
torvalds/rust,2018-01-23,2025-03-12,False,98869,C++,18,19908,2759,14461,84.0,C++:368972|Rust:4787419|TypeScript:2048733
vuejs/vue,2008-01-17,2018-07-24,False,321679,Rust,15,13458,2525,2840,52.9,Python:1156696|JavaScript:602922|PHP:250129
apple/spring-boot,2009-09-05,2024-06-27,False,73841,PHP,58,10297,4468,6612,59.7,PHP:1145755|C++:397087|Rust:711026
apple/laravel,2010-05-24,2021-11-30,False,341886,C++,162,3618,3734,9616,72.0,Rust:4899942|PHP:3628890|Java:2370762
rust-lang/electron,2009-09-16,2025-04-10,False,256692,Go,66,13370,2801,6617,70.3,Go:1075535|Ruby:630956|PHP:972805
torvalds/tensorflow,2024-06-16,2024-11-25,False,335898,Ruby,85,48975,457,2807,86.0,TypeScript:4205872|Ruby:1151660|Python:1532152
vuejs/vscode,2017-10-23,2021-08-02,False,326716,Ruby,186,4351,2400,6960,74.4,C++:4210413|TypeScript:3506970|C:2596690
vercel/swift,2025-06-07,2025-07-03,False,363415,Ruby,167,9594,3857,6280,62.0,C++:2367365|Python:1971013|Ruby:2779048
torvalds/go,2009-09-30,2012-07-12,False,346970,PHP,156,21387,1347,7775,85.2,Python:4879532|C++:3678010|Ruby:1202279
laravel/react,2010-03-08,2013-06-26,False,238532,Java,29,3479,3971,12073,75.2,Rust:4928954|Python:3056381|Ruby:3905343
